Order Date,Order #,Order Status,Service Date,Installer Name,Installer Address,Installer City,Vehicle Reg,Vehicle Make,Vehicle Model,Vehicle Year ,SKU,Brand,Name,QTY Ordered,width,height,rim size,year,Subtotal ,Shipping & Handling ,Discount,Tax Amount,Grand Total
2/1/2017 6:16,100001630,complete,3/1/2017,FirstStop,"Mohammed Bin Zayed Road - In Sharjah Tasjeel village
",Sharjah,P43389,mazda,mazda3,2015,NEX-AD2044,,CP691,4,,,,,1156,0,0,0,1156
2/1/2017 6:27,100001631,complete,2/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,M88316,dodge,charger,2007,NIT-1200037078,,NT860,4,,,,,1476,0,-369,0,1107
2/1/2017 8:52,100001633,complete,2/1/2017,TyrePlus,"inside Enoc petrol station, 
",Dubai,76618,ford,fiesta,2010,ZEE1200034398,Zeetex,HP1000,4,205,45,16,2020,1076,0,0,0,1076
2/1/2017 11:38,100001634,complete,2/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,6208,kia,rio,2015,KUM-1874913,Kumho,Solus KH17,1,175,70,14,2018,199,0,0,0,199
2/1/2017 12:16,100001635,complete,2/1/2017,QuickPit,"Madina Mall basement Parking
",Dubai,88661,lexus,lx,2013,DUN121/ANF,,Grandtrek PT2A,4,,,,,2996,0,-300,0,2696
2/1/2017 12:50,100001636,complete,7/1/2017,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,c22908,dodge,charger,2013,DUN45300-ARD,Dunlop,MAXX 050,4,245,45,20,2019,2788,0,0,0,2788
2/1/2017 14:54,100001637,complete,7/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,O58183,mini,cooper,2013,NIT-1200005279,Nitto,NT01,4,215,45,17,2018,2552,0,0,0,2552
3/1/2017 6:20,100001638,complete,4/1/2017,TyrePlus,"behind Honda Showroom / Oasis Centre , Opposite Al Quoz Graveyard",Dubai,582071,porsche,cayman,2009,MIC876381,,Pilot Sport CUP2,2,,,,,2286,0,0,0,2286
3/1/2017 7:23,100001639,complete,4/1/2017,Al Masaood,"ADNOC Fuel Station, opposite to police college , Muroor Road ",Abu Dhabi,86391,bmw,3-series,2013,YOK-1335205/60R16-AC01TL,Yokohama,C.drive AC01TL,4,205,60,16,2018,1476,0,0,0,1476
3/1/2017 7:52,100001640,complete,3/1/2017,Al Masaood,"ADNOC Fuel Station, opposite to police college , Muroor Road ",Abu Dhabi,62273,audi,a1,2012,22,Nexen,CP672,2,195,55,16,2019,718,0,0,0,718
3/1/2017 9:09,100001641,complete,3/1/2017,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,B56823,ford,explorer,2013,ROA1200033931,Roadstone,RO HTX RH5,4,245,60,18,2020,1628,0,0,0,1628
3/1/2017 16:54,100001642,complete,4/1/2017,QuickPit,"Madina Mall basement Parking
",Dubai,78336,nissan,maxima,2011,HK-171A0102454019VK115A,,Ventus Prime 2 K115,4,,,,,1996,0,-100,0,1896
3/1/2017 18:43,100001643,complete,5/1/2017,QuickPit,"Inside Basement Parking,
Aswaaq al Mizhar Mall",Dubai,43256,mitsubishi,pajero,2015,BFG-620669,BFGoodrich, All Terrain T/A KO2,4,265,60,18,2019,3116,0,-300,0,2816
4/1/2017 5:36,100001644,complete,4/1/2017,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,N68493,mitsubishi,pajero,2013,YOK-1335265/60R18-G051TL,,GEOLANDAR H/T-S G051,4,,,,,2476,0,0,0,2476
4/1/2017 6:55,100001647,complete,4/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,s70276,honda,accord,2013,NIT-1200037063,,NT860,4,,,,,1076,0,-269,0,807
4/1/2017 9:51,100001649,complete,4/1/2017,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,N20380,mitsubishi,pajero,2015,KUM-2119303,Kumho,Eco Solus KL21,4,265,60,18,2018,1916,0,0,0,1916
4/1/2017 10:26,100001650,complete,4/1/2017,QuickPit,"Madina Mall basement Parking
",Dubai,J97887,mitsubishi,pajero,2010,BR265/60R18110H-D850,,Dueler H/T D850,4,,,,,2628,0,-65.7,0,2562.3
4/1/2017 10:43,100001651,complete,4/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,18655,dodge,charger,2011,HK-161A0102256517HRA33A,Hankook,Dynapro HP2 RA33,4,285,60,18,2020,1960,0,-490,0,1470
4/1/2017 13:09,100001652,closed,4/1/2017,Dial-a-Tire Mobile Sharjah,Mobile service,Sharjah,8223,bmw,4-series,2015,PIR1200035877,Pirelli,P Zero MOE,2,225,40,19,2019,6242,0,0,0,6391
,,,,,,,,,,,PIR1200035878,Pirelli,P Zero MOE,2,255,35,19,2018,,,,,
4/1/2017 19:59,100001654,complete,5/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,93054,land-rover,lr2,2013,MIC822695-2015,,Latitude Sport AO,4,,,,,4596,0,-1149,0,3447
5/1/2017 6:33,100001655,complete,5/1/2017,TyrePlus,"inside Enoc petrol station, 
",Dubai,38819,honda,accord,2013,APL-RLGIU0AS44AWA,Apollo,Aspire 4G,1,225,50,17,2018,234,0,0,0,234
5/1/2017 20:04,100001656,complete,7/1/2017,FirstStop,Corniche,Abu Dhabi,53383,dodge,charger-srt,2014,NIT-1200018127,Nitto,NT05,2,275,40,20,2019,1578,0,0,0,1578
7/1/2017 10:07,100001662,complete,8/1/2017,Yokohama TSC,"Mussafah Ind 14 , 13th Street Abu Dhabi",Abu Dhabi,76334,toyota,camry,2007,NIT-1200037063,,NT860,4,,,,,1076,0,-269,0,807
7/1/2017 12:05,100001666,complete,8/1/2017,QuickPit,"Madina Mall basement Parking
",Dubai,39264,toyota,camry,2013,TOY-AD2606,,Proxes J33,2,,,,,778,0,0,0,778
7/1/2017 13:08,100001667,complete,8/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,G63516,Infiniti,G37,2010,YOK-1335245/45R18-V103FTL,Yokohama,ADVAN Sport V103F,2,245,45,18,2019,2764,0,0,0,2764
,,,,,,,,,,,YOK-1335225/50R18-V103ETL,Yokohama,ADVAN Sport V103E,2,225,50,18,2019,,,,,
7/1/2017 13:47,100001668,complete,8/1/2017,Al Masaood,"ADNOC Fuel Station, opposite to police college , Muroor Road ",Abu Dhabi,8326,infiniti,m,2011,NEX-255-35-R20-97Y-ARD,Nexen,NFERA SU1,1,255,35,20,2019,499,0,0,0,499
7/1/2017 13:57,100001669,complete,8/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,35334,kia,rio,2014,NIT-1200037073,,NT860,4,,,,,1396,0,-349,0,1047
7/1/2017 15:33,100001671,complete,8/1/2017,ZDegree ,"Enoc Petrol Pump, Next To Al Waha St Exit, 
Near Burj Khalifa, Al Khail Road Towards Abu Dhabi",Dubai,C25081,Ford,Explorer Limited,2013,HK-171A0102555020H426NA,,Optimo H426,4,,,,,2676,0,0,0,2676
8/1/2017 5:44,100001672,complete,8/1/2017,QuickPit,"Madina Mall basement Parking
",Dubai,L48909,ford,edge,2008,NIT-1200036970,,NT850 PLUS-C,4,,,,,1584,0,0,0,1584
8/1/2017 10:24,100001673,complete,13-01-17,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,J76294,jeep,wrangler,2013,YOK-1335315/70R17-G012TL/AD4195,Yokohama,GEOLANDAR A/T-S G012,1,315,70,17,2019,759,0,0,0,759
8/1/2017 10:26,100001674,complete,8/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,37595,bmw,x5,2011,BR275/40R20106W-DHPA-RFT,Bridgestone,Dueler H/P Sport AS DHPA XL,2,275,40,20,2020,4896,0,-200,0,4696
,,,,,,,,,,,BR315/35R20110W-DHPA-RFT,,Dueler H/P Sport AS DHPA XL,2,,,,,,,,,
8/1/2017 10:49,100001676,complete,8/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,D98618,toyota,land-cruiser,2002,MIC845892,,Latitude Tour HP GRNX,4,,,,,3040,0,0,0,3040
8/1/2017 13:17,100001678,complete,9/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,73316,toyota,land-cruiser-prado,2008,NIT-1200012615,Nitto,DURA GRAPPLER,4,265,65,17,2020,2156,0,-539,0,1617
8/1/2017 18:05,100001681,complete,9/1/2017,ZDegree,"Shk Mohd Bin Zd Rd, E 311, -Inside Enoc Fuel Station - 
",Dubai,I72861,toyota,86,2013,MIC796573,,Pilot Sport 4,2,,,,,3924,0,0,0,3924
,,,,,,,,,,,MIC674619,Michelin,Pilot Sport 4,2,225,40,18,2018,,,,,
9/1/2017 11:22,100001686,complete,11/1/2017,FirstStop,Corniche,Abu Dhabi,53836,toyota,land-cruiser-prado,2015,KUM-2176543 / ARD,Kumho,Crugen HP91,4,285,65,17,2018,1996,0,0,0,1996
9/1/2017 11:43,100001687,complete,9/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,79092,kia,optima,2012,NIT-1200037077,,NT860,4,,,,,1476,0,-369,0,1107
9/1/2017 12:43,100001688,complete,10/1/2017,Juma Al-Majid,"Al Ain New Ind. Area , (Street # 118), Al Ain",Al Ain,73586,chevrolet,cruze,2011,NIT-1200037063,,NT860,4,,,,,1076,0,-269,0,807
10/1/2017 6:27,100001693,complete,11/1/2017,Dial-a-Tire Mobile Dubai,Mobile service,Dubai,I28592,kia,rio,2013,ZEE1200023616,Zeetex,ZT1000,4,185,65,15,2020,636,0,0,0,785
10/1/2017 9:40,100001694,complete,11/1/2017,Hankook Masters,Behind Home Center Warehouse,Dubai,P3189,lexus,ct,2012,GY-205/55R1691V-EAGSP,,Eagle SP,4,,,,,1140,0,0,0,1140
10/1/2017 10:03,100001696,complete,10/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,44509,mitsubishi,lancer,2008,HK-161A9201856514HK424A,,Optimo ME02 K424,4,,,,,760,0,0,0,760
10/1/2017 11:55,100001697,complete,11/1/2017,Dial-a-Tire Mobile Al Ain,Mobile service,Al Ain,45480,mercedes,s-class,2007,DUN35018,,Direzza DZ102,2,,,,,2372,0,0,0,2521
,,,,,,,,,,,DUN35019,,Direzza DZ102,2,,,,,,,,,
10/1/2017 12:27,100001698,complete,11/1/2017,ZDegree ,"Enoc Petrol Pump, Next To Al Waha St Exit, 
Near Burj Khalifa, Al Khail Road Towards Abu Dhabi",Dubai,Q24402,audi,a4,2015,CON03562320000,Continental,ContiSportContact 5P AO,2,255,35,19,2019,2136,0,0,0,2136
11/1/2017 6:50,100001699,complete,11/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,40762,chevrolet,malibu,2013,DUN45017,Dunlop,Direzza DZ102,4,245,45,18,2019,1636,0,0,0,1636
11/1/2017 7:29,100001700,complete,14-01-17,ZDegree ,"Enoc Petrol Pump, Next To Al Waha St Exit, 
Near Burj Khalifa, Al Khail Road Towards Abu Dhabi",Dubai,G26804,toyota,land-cruiser-prado,2015,BFG-124215,, All Terrain T/A KO2,4,,,,,3396,0,-300,0,3096
11/1/2017 7:59,100001701,complete,11/1/2017,TyrePlus,"inside Enoc petrol station, 
",Dubai,O41906,gmc,yukon,2016,GY-265/65R18112T-SRA,,Wrangler SR-A,1,,,,,749,0,0,0,749
11/1/2017 8:09,100001702,complete,11/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,J24962,kia,optima,2014,NIT-1200037077,,NT860,4,,,,,1476,0,-369,0,1107
11/1/2017 13:09,100001703,complete,12/1/2017,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,L60971,toyota,land-cruiser-prado,2010,NIT-1200012615,Nitto,DURA GRAPPLER,4,265,65,17,2020,2156,0,-539,0,1617
11/1/2017 16:25,100001704,complete,14-01-17,Dial-a-Tire Mobile Dubai,Mobile service,Dubai,N78997,nissan,xterra,2012,HK-161A0102657016HRA3NA,,Dynapro HP2 RA33,4,,,,,1836,0,0,0,1985
12/1/2017 4:43,100001705,complete,12/1/2017,QuickPit,"Madina Mall basement Parking
",Dubai,K28329,mitsubishi,nativa,2010,NIT-1200012605,,DURA GRAPPLER,4,,,,,1956,0,-489,0,1467
12/1/2017 14:31,100001706,complete,14-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,F36200,jaguar,f-type,2015,PIR1200032824,Pirelli,P Zero (J),2,275,35,19,2019,2682,0,0,0,2682
14-01-17 3:17,100001708,complete,14-01-17,Dial-a-Tire Mobile Dubai,Mobile service,Dubai,20967,ford,mustang,2008,NIT-1200005393,Nitto,INVO,2,275,40,20,2019,2256,0,0,0,2405
,,,,,,,,,,,NEX1200031466,,NFERA SU1,2,,,,,,,,,
14-01-17 7:04,100001710,complete,14-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,J78705,nissan,pathfinder,2014,MIC-235/55R20102V/ANF,,Premier LTX,4,,,,,4116,0,0,0,4116
14-01-17 8:33,100001711,complete,18-01-17,FirstStop,Corniche,Abu Dhabi,61859,renault,clio,2009,NIT-1200005279,Nitto,NT01,4,215,45,17,2018,2552,0,0,0,2552
14-01-17 12:37,100001713,complete,14-01-17,ZDegree ,"Enoc Petrol Pump, Next To Al Waha St Exit, 
Near Burj Khalifa, Al Khail Road Towards Abu Dhabi",Dubai,F54094,mercedes,gl-class,2013,DUN295/40R21ARD111W-ARD,,MAXX 050,1,,,,,998,0,0,0,998
14-01-17 18:29,100001714,complete,15-01-17,QuickPit,"Madina Mall basement Parking
",Dubai,83430,nissan,altima,2013,APL-RLGIH0A4G4AYD,,Aspire 4G,4,,,,,916,0,0,0,916
15-01-17 4:41,100001715,complete,16-01-17,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,H24645,kia,sorento,2013,KUM-2147253,,Crugen Premium KL33,1,,,,,479,0,0,0,479
15-01-17 11:57,100001717,complete,16-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,91309,cadillac,ATS,2014,BR225/40R1888W-050A-RFT,,Potenza RE050A,2,,,,,3482,0,-156.69,0,3325.31
,,,,,,,,,,,BR255/35R1890W-050A-RFT,,Potenza RE050A,2,,,,,,,,,
15-01-17 12:07,100001718,complete,16-01-17,Yokohama TSC,"Mussafah Ind 14 , 13th Street Abu Dhabi",Abu Dhabi,56211,kia,optima,2013,HK-161A0102056516HK41NA,,Optimo H418,2,,,,,618,0,0,0,618
15-01-17 17:14,100001719,complete,16-01-17,ZDegree,"Shk Mohd Bin Zd Rd, E 311, -Inside Enoc Fuel Station - 
",Dubai,44918,nissan,tiida,2011,NIT-1200037053,Nitto,NT860,4,185,65,15,2020,900,0,-225,0,675
16-01-17 10:23,100001722,complete,17-01-17,Orange Auto ,"Opposite Old National Taxi Office,",Dubai,C95377,nissan,patrol,2008,BFG-595258/ANF,BFGoodrich, All Terrain T/A KO2,5,285,70,17,2019,4545,0,-300,0,4245
16-01-17 11:16,100001723,complete,17-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,6185,Porsche,Carrera,2009,MIC525495,Michelin,Pilot Sport 3,2,235,40,18,2019,1940,0,-106.7,0,1833.3
16-01-17 11:19,100001724,complete,16-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,33238,bmw,x5,2007,DUN35300,Dunlop,MAXX 050+,2,315,35,20,2019,3690,0,-400,0,3290
,,,,,,,,,,,DUN40300,Dunlop,MAXX 050+,2,275,40,20,2020,,,,,
16-01-17 20:18,100001725,complete,17-01-17,Al Masaood,"ADNOC Fuel Station, opposite to police college , Muroor Road ",Abu Dhabi,70810,mercedes,c-class,2008,BFG-120719,, g-Grip,4,,,,,1156,0,0,0,1156
17-01-17 4:15,100001726,complete,17-01-17,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,o68232,ford,explorer,2014,MIC770024,,Latitude Tour HP,4,,,,,3404,0,0,0,3404
17-01-17 5:07,100001727,complete,17-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,q26983,jeep,wrangler,2014,NIT-1200011958,Nitto,DURA GRAPPLER,4,245,65,17,2019,2036,0,-509,0,1527
17-01-17 9:50,100001728,complete,18-01-17,TyrePlus,"Behind Suzuki Showroom, Opp Nissan Service Center",Dubai,P10032,nissan,altima,2014,NEX1200018306/AD3370           ,,CP672,1,,,,,289,0,0,0,289
17-01-17 12:28,100001729,complete,21-01-17,Orange Auto ,"Opposite Old National Taxi Office,",Dubai,D57694,mitsubishi,lancer,2009,NIT-1200037065,,NT860,4,,,,,1056,0,-264,0,792
17-01-17 15:26,100001730,complete,18-01-17,TyrePlus,"inside Enoc petrol station, 
",Dubai,L87038,bmw,5-series,2011,CON03502830000,Continental,ContiSportContact 3 E SSR,2,245,45,18,2019,2178,0,-200,0,1978
18-01-17 9:57,100001732,complete,18-01-17,TyrePlus,"behind Honda Showroom / Oasis Centre , Opposite Al Quoz Graveyard",Dubai,48969,mahindra,huv-500,2013,ZEE1200032153,,SU1000,4,,,,,1276,0,-100,0,1176
18-01-17 14:22,100001733,complete,21-01-17,Dial-a-Tire Mobile Dubai,Mobile service,Dubai,D49531,nissan,pathfinder,2013,HK-171A0102355520WRH07A,,Ventus AS RH07,4,,,,,2516,0,0,0,2665
18-01-17 15:30,100001734,complete,19-01-17,Dial-a-Tire Mobile AbuDhabi,Mobile service,Abu Dhabi,22137,Mclaren,12c Spider,2013,PIR1200032833,Pirelli,P Zero N1,2,255,40,20,2019,7049,0,0,0,7248
,,,,,,,,,,,MIC019008,,Pilot Sport CUP2 N0,2,,,,,,,,,
,,,,,,,,,,,MIC239716,Michelin,Pilot Sport CUP2 N0,1,235,35,19,2020,,,,,
18-01-17 15:48,100001735,complete,19-01-17,Al Masaood,Madinat Zayed,Abu Dhabi,22137,McLaren ,12C Spider,2013,MIC239716,Michelin,Pilot Sport CUP2 N0,1,235,35,19,2020,1229,0,0,0,1229
18-01-17 18:14,100001736,complete,19-01-17,Al Masaood,Madinat Zayed,Abu Dhabi,1331293,Nissan,Patrol,2014,NIT-1200012612,Nitto,DURA GRAPPLER,4,265,70,18,2019,2436,0,-609,0,1827
19-01-17 7:31,100001740,complete,19-01-17,FirstStop,"Inside Eppco Petrol Pump
Next to Al Nahda Metro Station",Dubai,43823,toyota,fj-cruiser,2009,BFG-885912,BFGoodrich, All Terrain T/A KO2,5,275,70,16,2019,3845,0,-300,0,3545
19-01-17 16:59,100001741,complete,19-01-17,ZDegree ,"Enoc Petrol Pump, Next To Al Waha St Exit, 
Near Burj Khalifa, Al Khail Road Towards Abu Dhabi",Dubai,G41759,toyota,fj-cruiser,2013,YOK-1335275/65R17-G051TL,,GEOLANDAR H/T-S G051,2,,,,,1038,0,0,0,1038
20-01-17 19:00,100001744,complete,22-01-17,Al Masaood,Madinat Zayed,Abu Dhabi,97259,jeep,cherokee,2009,NIT-1200012603,Nitto,DURA GRAPPLER,4,235,70,16,2019,1716,0,-429,0,1287
21-01-17 7:59,100001746,complete,21-01-17,Hankook Masters,"10th St corner Baghdad St, Grand Service Station Building
",Dubai,J53142,hyundai,tucson,2008,HK-161A9202356016K424NA,Hankook,Optimo ME02 K424,4,235,60,16,2019,1116,0,0,0,1116
21-01-17 8:11,100001747,closed,21-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,T32187,ford,f-150,2014,GY-275/65R18116T-WRL,Goodyear,Wrangler Fortitude,4,275,65,18,2019,3356,0,-160,0,3196
21-01-17 11:42,100001748,complete,21-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,C11200,bmw,z3,1997,NIT-1200037059,,NT860,3,,,,,675,0,0,0,675
21-01-17 14:16,100001749,complete,22-01-17,TyrePlus,"inside Enoc petrol station, 
",Dubai,F85228,mitsubishi,pajero,2013,YOK-1335265/60R18-G012TL/GCCO,Yokohama,GEOLANDAR A/T-S G012,5,265,60,18,2019,2995,0,0,0,2995
22-01-17 5:52,100001751,complete,22-01-17,TyrePlus,"First Industrial St (BMW Road)
",Sharjah,75831H,lexus,lx,2012,DUN121/ANF,,Grandtrek PT2A,2,,,,,1498,0,0,0,1498
22-01-17 6:51,100001752,complete,22-01-17,ZDegree ,"Enoc Petrol Pump, Next To Al Waha St Exit, 
Near Burj Khalifa, Al Khail Road Towards Abu Dhabi",Dubai,F19629,dodge,durango,2012,NIT-1200036977,,NT850 PLUSC,4,,,,,2388,0,0,0,2388
22-01-17 8:47,100001753,closed,22-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,H96230,Mercedes ,CLS 63 ,2007,CON3575970000,,ContiSportContact 5P,1,,,,,1217,0,0,0,1217
22-01-17 8:48,100001754,complete,23-01-17,ZDegree ,"Enoc Petrol Pump, Next To Al Waha St Exit, 
Near Burj Khalifa, Al Khail Road Towards Abu Dhabi",Dubai,G89640,volvo,xc90,2006,DUN65500/ARD,Dunlop,MAXX 050,1,235,65,17,2020,459,0,0,0,459
22-01-17 9:30,100001755,complete,28-01-17,QuickPit,"Inside Basement Parking,
Aswaaq al Mizhar Mall",Dubai,l86442,mercedes,e-class,2013,NIT-1200035915,Nitto,NT830,4,205,60,16,2020,1244,0,0,0,1244
22-01-17 12:02,100001756,complete,22-01-17,TyrePlus,"inside Enoc petrol station, 
",Dubai,F85228,mitsubishi,pajero,2013,diffpmnt,,Differential Payment,1,,,,,300,0,0,0,300
22-01-17 12:11,100001757,complete,23-01-17,Dial-a-Tire Mobile Al Ain,Mobile service,Al Ain,13716,chevrolet,camaro,2010,DUN40300,Dunlop,MAXX 050+,2,275,40,20,2020,1702,0,0,0,1851
22-01-17 12:28,100001758,complete,23-01-17,ZDegree,"Hessa - ENOC Petrol Station, Al Khail Rd, 
Next To Al Barsha Police Station & GEMS Soccer Field",Dubai,N43282,ford,explorer,2016,HK-171A0102555020H452XA,Hankook,Ventus S1 Noble2 H452,2,255,50,20,2018,1300,0,0,0,1300
22-01-17 15:14,100001759,complete,22-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,O12485,ford,edge,2014,MIC245/60R18105T/AAT,,Latitude Tour HP,4,,,,,2796,0,-280,0,2516
22-01-17 20:20,100001760,complete,28-01-17,Yokohama TSC,"Mussafah Ind 14 , 13th Street Abu Dhabi",Abu Dhabi,98941,ford,fusion,2011,HK-171A0102255017K114NA,,Ventus ME01 K114,4,,,,,1360,0,0,0,1360
22-01-17 20:21,100001761,complete,24-01-17,Orange Auto ,"Opposite Old National Taxi Office,",Dubai,T20548,ford,f-150,2011,NIT-1200011957,,DURA GRAPPLER,4,,,,,2156,0,-539,0,1617
23-01-17 4:14,100001762,complete,24-01-17,Al Masaood,Madinat Zayed,Abu Dhabi,38867,ford,mustang,2014,DUN45045 ,,MAXX 050,4,,,,,2796,0,0,0,2796
23-01-17 5:30,100001763,complete,23-01-17,TyrePlus,"inside Enoc petrol station, 
",Dubai,O43185,toyota,corolla,2014,NIT-1200037065,,NT860,4,,,,,1056,0,-264,0,792
23-01-17 13:42,100001765,complete,24-01-17,Al Masaood,"ADNOC Fuel Station, opposite to police college , Muroor Road ",Abu Dhabi,86306,audi,a6,2006,NEX1200018306/AD3370           ,,CP672,4,,,,,1156,0,0,0,1156
24-01-17 6:30,100001766,complete,25-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,36403,CMC,VERYCA,2016,DUN165R13C-ARD,,SP LT5,4,,,,,956,0,0,0,956
24-01-17 9:12,100001767,complete,25-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,45785,toyota,hiace,2013,BR195R15C-8PR-106/104-R623,Bridgestone,R623,4,195,None,15C,2019,1620,0,-220,0,1400
24-01-17 10:25,100001768,complete,24-01-17,TyrePlus,"behind Honda Showroom / Oasis Centre , Opposite Al Quoz Graveyard",Dubai,D77863,audi,a6,2006,NIT-1200037071,,NT860,4,,,,,1436,0,-359,0,1077
24-01-17 13:06,100001769,complete,25-01-17,TyrePlus,"Oman Street ,Lamp Roundabout, Al-Juwais Area.",Ras Al Khaimah,76810,ford,focus,2006,APL-RLGFH0AL43AHA,,Alnac 4G,4,,,,,828,0,0,0,828
24-01-17 16:02,100001770,complete,25-01-17,Al Masaood,"ADNOC Fuel Station, opposite to police college , Muroor Road ",Abu Dhabi,24854,ford,edge,2013,MIC770024,,Latitude Tour HP,1,,,,,851,0,0,0,851
24-01-17 18:44,100001771,complete,25-01-17,QuickPit,"Inside Basement Parking,
Aswaaq al Mizhar Mall",Dubai,39677,honda,civic,2008,DUN 195/65R1691V/ARD,,SP Sport 6060,4,,,,,876,0,0,0,876
25-01-17 5:01,100001772,complete,26-01-17,FirstStop,"off Sheikh Zayed Road, Al Quoz service Road, Opposite Noor Islamic metro station, 
",Dubai,T35089,volvo,xc90,2014,MIC688076,Michelin,Latitude Sport 3 GRNX ,4,255,50,19,2018,5160,0,-1326.12,0,3833.88
25-01-17 5:44,100001773,complete,25-01-17,Yokohama TSC," EPPCO Petrol Station Before Airport Tunnel ,Near Dxb Civil Defence",Dubai,R39484,bmw,5-series,2011,VRD-RLGIH0UTC4VYB-2015,,Ultrac Cento XL,4,,,,,2452,0,-613,0,1839
25-01-17 10:27,100001774,complete,28-01-17,QuickPit,"Inside Basement Parking,
Aswaaq al Mizhar Mall",Dubai,F95707,ford,escape,2010,NIT-1200012603,Nitto,DURA GRAPPLER,4,235,70,16,2019,1716,0,-429,0,1287
25-01-17 11:09,100001775,complete,26-01-17,ZDegree,"Shk Mohd Bin Zd Rd, E 311, -Inside Enoc Fuel Station - 
",Dubai,D17963,bmw,5-series,2007,DUN40173,,Direzza DZ102,4,,,,,1940,0,0,0,1940
25-01-17 11:45,100001776,complete,25-01-17,QuickPit,"Inside Basement Parking,
Aswaaq al Mizhar Mall",Dubai,51230,bmw,5-series,2014,GY-225/55R1797Y-EX,Goodyear,Excellence,4,235,45,18,2020,3960,0,-460,0,3500
26-01-17 6:42,100001778,complete,28-01-17,TyrePlus,"Behind Suzuki Showroom, Opp Nissan Service Center",Dubai,96463,toyota,land-cruiser,2014,DUN157,,GrandTrek PT3,2,,,,,1298,0,0,0,1298
